question_number,course_id,option_letter,option_text,is_correct
868,206,C,Risk assessment report,False
868,206,D,Audit recommendations,False
869,206,A,Password attack,False
869,206,B,Eavesdropping attack,False
869,206,C,Insider attack,True
869,206,D,Spear phishing attack,False
870,206,A,Data backups,False
870,206,B,Decision support system,False
870,206,C,Operating system,True
870,206,D,Applications,False
871,206,A,The application should meet the organization's requirements.,False
871,206,B,Audit trails should be included in the design.,True
871,206,C,Potential suppliers should have experience in the relevant area.,False
871,206,D,Vendor employee background checks should be conducted regularly.,False
872,206,A,Escalate to IT management for resolution.,True
872,206,B,Issue the finding without identifying an owner,False
872,206,C,Assign shared responsibility to all IT teams.,False
872,206,D,Determine the most appropriate team and assign accordingly.,False
873,206,A,Conduct a follow-up audit after a suitable period has elapsed.,False
873,206,B,Reschedule the audit assignment for the next financial year.,False
873,206,C,Reassign the audit to an internal audit subject matter expert.,True
873,206,D,Extend the duration of the audit to give the auditor more time.,False
874,206,A,Requiring policy acknowledgment and nondisclosure agreements signed by employees,False
874,206,B,Providing education and guidelines to employees on use of social networking sites,True
874,206,C,Establishing strong access controls on confidential data,False
874,206,D,Monitoring employees' social networking usage,False
875,206,A,Conducting periodic testing and incorporating lessons learned,True
875,206,B,"Increasing the mean resolution time and publishing key performance indicator (KPI)
metrics",False
875,206,C,"Disseminating incident response procedures and requiring signed acknowledgment by
team members",False
875,206,D,Ensuring all team members understand information systems technology,False
876,206,A,Alternatives for financing the acquisition,False
876,206,B,Financial stability of potential vendors,False
876,206,C,Reputation of potential vendors,False
876,206,D,Cost-benefit analysis of available products,True
877,206,A,To evaluate the effectiveness of continuous improvement efforts,True
877,206,B,To compare incident response metrics with industry benchmarks,False
877,206,C,To re-analyze the incident to identify any hidden backdoors planted by the attacker,False
877,206,D,To evaluate the effectiveness of the network firewall against future security breaches,False
878,206,A,sign off on the final build document.,False
878,206,B,ensure that each project deadline is met.,False
878,206,C,ensure that developed systems meet business needs.,False
878,206,D,provide regular project updates and oversight.,True
879,206,A,Penetration testing results,False
879,206,B,Management attestation,False
879,206,C,Anti-malware tool audit logs,True
879,206,D,Recent malware scan reports,False
880,206,A,Integrating data requirements into the system development life cycle (SDLC),True
880,206,B,Appointing data stewards to provide effective data governance,False
880,206,C,Classifying data quality issues by the severity of their impact to the organization,False
880,206,D,Facilitating effective communication between management and developers,False
881,206,A,Variable sampling,False
881,206,B,Random sampling,False
881,206,C,Cluster sampling,False
881,206,D,Attribute sampling,True
882,206,A,Benchmarking IT project management practices with industry peers,False
882,206,B,Evaluating compliance with key security controls,False
882,206,C,Comparing planned versus actual return on investment (ROI),True
882,206,D,Reviewing system development life cycle (SDLC) processes,False
883,206,A,Cloud services are classified.,False
883,206,B,Users are centrally managed.,False
883,206,C,Cloud processes are resilient.,False
883,206,D,Users are periodically recertified.,True
884,206,A,"The technical migration is planned for a holiday weekend and end users may not be
available.",False
884,206,B,"Five weeks prior to the target date, there are still numerous defects in the printing
functionality.",False
884,206,C,"A single implementation phase is planned and the legacy system will be immediately
decommissioned.",True
884,206,D,"Employees are concerned that data representation in the new system is completely
different from the old system.",False
885,206,A,A communication plan exists for informing parties impacted by the risk.,False
885,206,B,Potential impact and likelihood are adequately documented.,False
885,206,C,Identified risk is reported into the organization's risk committee.,False
885,206,D,Established criteria exist for accepting and approving risk.,True
886,206,A,End-user managers determine who should access what information.,False
886,206,B,The organization has created a dozen different classification categories.,False
886,206,C,The compliance manager decides how the information should be classified.,False
886,206,D,The organization classifies most of its information as confidential.,True
887,206,A,An active intrusion detection system (IDS),False
887,206,B,Professional collection of unaltered evidence,True
887,206,C,Reporting to the internal legal department,False
887,206,D,Immediate law enforcement involvement,False
888,206,A,Establishing a role-based matrix for provisioning users,False
